timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1763025846.1,5,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,19,373000000,15,30,0,325506,18074687284,17131.8947368,0.000872670241287,951299330.737,48.4576066595,1
1763025846.1,5,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,-1,-1,9,318000000,15,30,0,797,1205064,88.5555555556,2.50628930818e-06,133896.0,0.00378950943396,1
1763025846.1,5,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,19,376000000,15,30,0,19,1838,1.0,5.05319148936e-08,96.7368421053,4.88829787234e-06,1
1763025846.1,5,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,19,355000000,15,30,0,19,1838,1.0,5.35211267606e-08,96.7368421053,5.17746478873e-06,1
1763025846.1,4,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,19,350000000,15,30,0,126018,8317424,6632.52631579,0.000360051428571,437759.157895,0.0237640685714,1
1763025846.1,4,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,19,370000000,15,30,0,325506,18074687284,17131.8947368,0.000879745945946,951299330.737,48.850506173,1
1763025846.1,4,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,-1,-1,9,313000000,15,30,0,797,1205064,88.5555555556,2.54632587859e-06,133896.0,0.00385004472843,1
1763025846.1,4,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,19,373000000,15,30,0,19,1838,1.0,5.09383378016e-08,96.7368421053,4.92761394102e-06,1
1763025846.1,4,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,19,356000000,15,30,0,18,1764,0.947368421053,5.05617977528e-08,92.8421052632,4.95505617978e-06,1
1763025846.1,2,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,19,360000000,15,30,0,126018,8317424,6632.52631579,0.00035005,437759.157895,0.0231039555556,1
1763025846.1,2,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,19,367000000,15,30,0,325510,18074687548,17132.1052632,0.000886948228883,951299344.632,49.2498298311,1
1763025846.1,2,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,-1,-1,9,307000000,15,30,0,797,1205064,88.5555555556,2.59609120521e-06,133896.0,0.00392528990228,1
1763025846.1,2,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,19,370000000,15,30,0,18,1764,0.947368421053,4.86486486486e-08,92.8421052632,4.76756756757e-06,1
1763025846.1,2,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,19,364000000,15,30,0,19,1838,1.0,5.21978021978e-08,96.7368421053,5.04945054945e-06,1
1763025846.1,2,10.0.0.55314110.0.0.850511,10.0.0.5,53141,10.0.0.8,5051,1,0,0,8,934000000,15,30,0,8,784,1.0,8.56531049251e-09,98.0,8.39400428266e-07,1
1763025846.1,2,10.0.0.85314110.0.0.550511,10.0.0.8,53141,10.0.0.5,5051,1,0,8,8,938000000,15,30,0,8,784,1.0,8.52878464819e-09,98.0,8.35820895522e-07,1
1763025856.1,1,10.0.0.18010.0.0.13338266,10.0.0.1,80,10.0.0.13,33826,6,-1,-1,9,236000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,1,10.0.0.18010.0.0.13338386,10.0.0.1,80,10.0.0.13,33838,6,-1,-1,9,204000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,1,10.0.0.1505110.0.0.135314117,10.0.0.1,5051,10.0.0.13,53141,17,-1,-1,9,270000000,15,30,0,2,340,0.222222222222,7.40740740741e-09,37.7777777778,1.25925925926e-06,1
1763025856.1,1,10.0.0.1505010.0.0.9588966,10.0.0.1,5050,10.0.0.9,58896,6,-1,-1,9,159000000,15,30,0,122027,8055634,13558.5555556,0.000767465408805,895070.444444,0.0506643647799,1
1763025856.1,1,10.0.0.13505010.0.0.1588961,10.0.0.13,5050,10.0.0.1,58896,1,3,3,9,242000000,15,30,0,1,198,0.111111111111,4.13223140496e-09,22.0,8.18181818182e-07,1
1763025856.1,1,10.0.0.133382610.0.0.1806,10.0.0.13,33826,10.0.0.1,80,6,3,3,9,237000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,1,10.0.0.133383810.0.0.1806,10.0.0.13,33838,10.0.0.1,80,6,3,3,9,206000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,1,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,3,3,19,304000000,15,30,0,895,1353240,47.1052631579,2.94407894737e-06,71223.1578947,0.00445144736842,1
1763025856.1,1,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,29,368000000,15,30,0,28,2744,0.965517241379,7.60869565217e-08,94.6206896552,7.45652173913e-06,1
1763025856.1,1,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,29,365000000,15,30,0,28,2744,0.965517241379,7.67123287671e-08,94.6206896552,7.51780821918e-06,1
1763025856.1,1,10.0.0.95889610.0.0.150506,10.0.0.9,58896,10.0.0.1,5050,6,0,0,9,162000000,15,30,0,266761,11870754058,29640.1111111,0.00164667283951,1318972673.11,73.2762596173,1
1763025856.1,3,10.0.0.18010.0.0.13338266,10.0.0.1,80,10.0.0.13,33826,6,-1,-1,9,232000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,3,10.0.0.18010.0.0.13338386,10.0.0.1,80,10.0.0.13,33838,6,-1,-1,9,200000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,3,10.0.0.1505110.0.0.135314117,10.0.0.1,5051,10.0.0.13,53141,17,-1,-1,9,265000000,15,30,0,2,340,0.222222222222,7.54716981132e-09,37.7777777778,1.28301886792e-06,1
1763025856.1,3,10.0.0.1505010.0.0.9588966,10.0.0.1,5050,10.0.0.9,58896,6,-1,-1,9,145000000,15,30,0,122022,8055304,13558.0,0.000841531034483,895033.777778,0.0555538206897,1
1763025856.1,3,10.0.0.13505010.0.0.1588961,10.0.0.13,5050,10.0.0.1,58896,1,3,3,9,248000000,15,30,0,1,198,0.111111111111,4.03225806452e-09,22.0,7.98387096774e-07,1
1763025856.1,3,10.0.0.133382610.0.0.1806,10.0.0.13,33826,10.0.0.1,80,6,3,3,9,244000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,3,10.0.0.133383810.0.0.1806,10.0.0.13,33838,10.0.0.1,80,6,3,3,9,212000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,3,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,3,3,19,313000000,15,30,0,895,1353240,47.1052631579,2.85942492013e-06,71223.1578947,0.00432345047923,1
1763025856.1,3,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,29,373000000,15,30,0,29,2818,1.0,7.77479892761e-08,97.1724137931,7.55495978552e-06,1
1763025856.1,3,10.0.0.175314110.0.0.950511,10.0.0.17,53141,10.0.0.9,5051,1,0,0,9,142000000,15,30,0,8,784,0.888888888889,5.6338028169e-08,87.1111111111,5.52112676056e-06,1
1763025856.1,3,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,29,361000000,15,30,0,29,2818,1.0,8.03324099723e-08,97.1724137931,7.80609418283e-06,1
1763025856.1,3,10.0.0.55314110.0.0.850511,10.0.0.5,53141,10.0.0.8,5051,1,0,0,18,932000000,15,30,0,19,1862,1.05555555556,2.03862660944e-08,103.444444444,1.99785407725e-06,1
1763025856.1,3,10.0.0.85314110.0.0.550511,10.0.0.8,53141,10.0.0.5,5051,1,0,8,18,944000000,15,30,0,19,1862,1.05555555556,2.01271186441e-08,103.444444444,1.97245762712e-06,1
1763025856.1,3,10.0.0.95889610.0.0.150506,10.0.0.9,58896,10.0.0.1,5050,6,0,8,9,168000000,15,30,0,266771,11871147966,29641.2222222,0.00158792261905,1319016440.67,70.6615950357,1
1763025856.1,3,10.0.0.95889610.0.0.1750501,10.0.0.9,58896,10.0.0.17,5050,1,0,8,9,166000000,15,30,0,8,784,0.888888888889,4.81927710843e-08,87.1111111111,4.72289156627e-06,1
1763025856.1,2,10.0.0.18010.0.0.13338266,10.0.0.1,80,10.0.0.13,33826,6,-1,-1,9,234000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,2,10.0.0.18010.0.0.13338386,10.0.0.1,80,10.0.0.13,33838,6,-1,-1,9,203000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,2,10.0.0.1505110.0.0.135314117,10.0.0.1,5051,10.0.0.13,53141,17,-1,-1,9,269000000,15,30,0,2,340,0.222222222222,7.43494423792e-09,37.7777777778,1.26394052045e-06,1
1763025856.1,2,10.0.0.1505010.0.0.9588966,10.0.0.1,5050,10.0.0.9,58896,6,-1,-1,9,155000000,15,30,0,122022,8055304,13558.0,0.000787238709677,895033.777778,0.0519697032258,1
1763025856.1,2,10.0.0.13505010.0.0.1588961,10.0.0.13,5050,10.0.0.1,58896,1,3,3,9,245000000,15,30,0,1,198,0.111111111111,4.08163265306e-09,22.0,8.08163265306e-07,1
1763025856.1,2,10.0.0.133382610.0.0.1806,10.0.0.13,33826,10.0.0.1,80,6,3,3,9,241000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,2,10.0.0.133383810.0.0.1806,10.0.0.13,33838,10.0.0.1,80,6,3,3,9,210000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025856.1,2,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,3,3,19,308000000,15,30,0,895,1353240,47.1052631579,2.90584415584e-06,71223.1578947,0.00439363636364,1
1763025856.1,2,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,29,371000000,15,30,0,28,2744,0.965517241379,7.54716981132e-08,94.6206896552,7.39622641509e-06,1
1763025856.1,2,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,29,365000000,15,30,0,29,2818,1.0,7.94520547945e-08,97.1724137931,7.72054794521e-06,1
1763025856.1,2,10.0.0.55314110.0.0.850511,10.0.0.5,53141,10.0.0.8,5051,1,0,0,18,935000000,15,30,0,18,1764,1.0,1.92513368984e-08,98.0,1.88663101604e-06,1
1763025856.1,2,10.0.0.85314110.0.0.550511,10.0.0.8,53141,10.0.0.5,5051,1,0,8,18,939000000,15,30,0,18,1764,1.0,1.91693290735e-08,98.0,1.8785942492e-06,1
1763025856.1,2,10.0.0.95889610.0.0.150506,10.0.0.9,58896,10.0.0.1,5050,6,0,8,9,166000000,15,30,0,266768,11871081824,29640.8888889,0.00160703614458,1319009091.56,71.5125411084,1
1763025856.1,4,10.0.0.18010.0.0.13338266,10.0.0.1,80,10.0.0.13,33826,6,-1,-1,9,229000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
